,Compound,Date,Negative,Neutral,Positive,Source,Text,Tweets Ago
400,0.0,Wed Aug 29 05:45:04 +0000 2018,1.0,0.0,0.0,@nytimes,"“Most people with these STDs do not know they are infected”: New cases of chlamydia, gonorrhea and syphilis have re… https://t.co/rmY5Gw989k",1
401,0.0,Wed Aug 29 05:30:06 +0000 2018,1.0,0.0,0.0,@nytimes,"For the second time in a week, bags containing what appear to be human remains have been found around a park in the… https://t.co/O5Jp74yCJa",2
402,0.4019,Wed Aug 29 05:15:09 +0000 2018,0.886,0.0,0.114,@nytimes,"RT @NYTNational: Harrison Fowler went to the Stanford counseling center his freshman year because “I wanted some help for once."" Instead, h…",3
403,0.5719,Wed Aug 29 05:02:06 +0000 2018,0.829,0.0,0.171,@nytimes,"Donna Shalala won her primary in Florida. Before her victory, the Clinton administration veteran told The Times: ""I… https://t.co/CeUpVM4tav",4
404,0.0,Wed Aug 29 04:47:06 +0000 2018,1.0,0.0,0.0,@nytimes,"In Opinion

Michelle Cottle, a member of the editorial board, writes, Joe Arpaio ""has a long and storied history of… https://t.co/eQ8twByVCj",5
405,-0.5574,Wed Aug 29 04:32:02 +0000 2018,0.825,0.175,0.0,@nytimes,"Lori Alhadeff, whose 14-year-old daughter, Alyssa, died in the mass shooting at Marjory Stoneman Douglas High Schoo… https://t.co/nxbtmKmD5p",6
406,0.8519,Wed Aug 29 04:17:03 +0000 2018,0.493,0.0,0.507,@nytimes,Andrew Gillum achieved a stunning come-from-behind win over 4 wealthy Democratic challengers whose personal fortune… https://t.co/sjDxeubwUW,7
407,0.0,Wed Aug 29 04:03:04 +0000 2018,1.0,0.0,0.0,@nytimes,Arizona primary election live results https://t.co/QXT9GSvAUk,8
408,-0.296,Wed Aug 29 03:56:40 +0000 2018,0.896,0.104,0.0,@nytimes,"Martha McSally is Arizona’s GOP Senate pick. She beat Joe Arpaio, an ex-sheriff, and Kelli Ward, who critics dismis… https://t.co/amLjrbtRfN",9
409,-0.1531,Wed Aug 29 03:47:02 +0000 2018,0.728,0.15,0.121,@nytimes,"France's environment minister quits in frustration: “The planet is becoming a sauna, our natural resources are runn… https://t.co/LtJqgYx4qE",10
410,-0.4588,Wed Aug 29 03:32:04 +0000 2018,0.833,0.167,0.0,@nytimes,"Missouri has banned producers of plant-based proteins from calling their products meat. 4 organizations have sued,… https://t.co/q55hnEJqim",11
411,0.0,Wed Aug 29 03:22:21 +0000 2018,1.0,0.0,0.0,@nytimes,First election results are coming in from Arizona. Follow the vote here. https://t.co/YNzZfPw88K,12
412,0.1027,Wed Aug 29 03:17:06 +0000 2018,0.828,0.079,0.093,@nytimes,RT @nytopinion: Donald Trump will be restrained only if his party loses the House or the Senate. That’s what is at stake in the midterm ele…,13
413,0.0,Wed Aug 29 03:03:04 +0000 2018,1.0,0.0,0.0,@nytimes,An audiotape of President Trump's remarks was provided to The New York Times by someone who attended the event. Her… https://t.co/dNzVmwK9Ht,14
414,-0.4215,Wed Aug 29 02:51:06 +0000 2018,0.865,0.135,0.0,@nytimes,A burglar broke into a Manhattan penthouse and made off with a briefcase and an iPad belonging to a banker who once… https://t.co/eKqPGfQ3Az,15
415,-0.5574,Wed Aug 29 02:41:00 +0000 2018,0.805,0.195,0.0,@nytimes,RT @nytimesworld: The journalist provided the editing. The archbishop provided the outrage. The result was a letter that has shaken the Cat…,16
416,0.0,Wed Aug 29 02:31:05 +0000 2018,1.0,0.0,0.0,@nytimes,California passed a bill mandating that 100% of its electricity come from carbon-free sources by 2045. The governor… https://t.co/Hp7EJcjArH,17
417,0.0,Wed Aug 29 02:17:02 +0000 2018,1.0,0.0,0.0,@nytimes,RT @tylerpager: Social media lit up after @ShaneGoldmacher's story on Cynthia Nixon's debate hall temperature request. The debate continues…,18
418,0.0,Wed Aug 29 02:02:03 +0000 2018,1.0,0.0,0.0,@nytimes,A long-awaited analysis of Hurricane Maria’s deadly sweep through Puerto Rico prompted the government to sharply in… https://t.co/M4SwBnSNJJ,19
419,0.0,Wed Aug 29 01:51:05 +0000 2018,1.0,0.0,0.0,@nytimes,Evening Briefing: Here's what you need to know at the end of the day https://t.co/d4ox3hHna5,20
420,0.0,Wed Aug 29 01:42:06 +0000 2018,1.0,0.0,0.0,@nytimes,"RT @jmartNYT: NEW: Fla was already the most consequential swing state.

But DeSantis v Gillum sets up a titanic showdown between a pair of…",21
421,0.0,Wed Aug 29 01:33:00 +0000 2018,1.0,0.0,0.0,@nytimes,See full election results and maps from the Florida primaries https://t.co/FMXJdLfGgu,22
422,0.0,Wed Aug 29 01:21:08 +0000 2018,1.0,0.0,0.0,@nytimes,"Florida's governor race is set: Andrew Gillum, who would be the state’s first black governor, will face President T… https://t.co/QJdjrn57YR",23
423,-0.6395,Wed Aug 29 01:17:05 +0000 2018,0.801,0.199,0.0,@nytimes,RT @julieturkewitz: A little boy killed himself not far from my home. I spent this morning with his mom.  https://t.co/WbgtuYVdBb,24
424,0.0,Wed Aug 29 01:02:07 +0000 2018,1.0,0.0,0.0,@nytimes,"Florida primary election live results
https://t.co/uExamQcalZ",25
425,-0.34,Wed Aug 29 00:51:50 +0000 2018,0.813,0.122,0.065,@nytimes,"RT @sheeraf: Got to work with @kateconger on this timely scoop. A group of Facebook employees have started an internal group, arguing that…",26
426,0.5994,Wed Aug 29 00:47:01 +0000 2018,0.776,0.0,0.224,@nytimes,Federal prosecutors and the SEC might have an easier time proving that Rep. Chris Collins committed insider trading… https://t.co/L2SZUfNu7b,27
427,0.0,Wed Aug 29 00:32:02 +0000 2018,1.0,0.0,0.0,@nytimes,"RT @SarahMaslinNir: It's August, do you know where your city is? https://t.co/GSjQjLKifZ https://t.co/a8vL2Or8Nm",28
428,0.0,Wed Aug 29 00:22:05 +0000 2018,1.0,0.0,0.0,@nytimes,Oklahoma primary runoff election live results https://t.co/PlS0SHWWab,29
429,0.0,Wed Aug 29 00:11:02 +0000 2018,1.0,0.0,0.0,@nytimes,"Ron DeSantis, a once-little known conservative congressman, vaulted to victory in the Florida governor’s primary on… https://t.co/5gbb2oSxLl",30
430,0.0,Wed Aug 29 00:02:04 +0000 2018,1.0,0.0,0.0,@nytimes,"Florida primary election live results
https://t.co/vZKTxiT9he",31
431,0.3612,Tue Aug 28 23:51:02 +0000 2018,0.889,0.0,0.111,@nytimes,“She had a smile on her face. She looked at peace.” Long lines of fans remember Aretha Franklin at a public viewing… https://t.co/GWSSFzwIx5,32
432,-0.25,Tue Aug 28 23:41:02 +0000 2018,0.909,0.091,0.0,@nytimes,"RT @joshbarone: Three male principal dancers are out at New York City Ballet: 
- Chase Finlay resigned
- Zachary Catazaro and Amar Ramasar…",33
433,-0.2023,Tue Aug 28 23:32:06 +0000 2018,0.676,0.193,0.132,@nytimes,Peter Polansky may be tennis’s luckiest loser. The Canadian player lost his way into the main draw of all of the Gr… https://t.co/ScUpCNy0sl,34
434,0.7004,Tue Aug 28 23:17:47 +0000 2018,0.719,0.072,0.209,@nytimes,"RT @shearm: Also, @realDonaldTrump noted that Pastor Jeffress said Trump is not ""the perfect human being, but he’s the greatest leader for…",35
435,0.3254,Tue Aug 28 23:17:04 +0000 2018,0.896,0.0,0.104,@nytimes,RT @shearm: UPDATED SCOOP: I’ve added a bit more to my story about @realDonaldTrump remarks to evangelicals after getting more audio. POTUS…,36
436,0.0,Tue Aug 28 23:12:13 +0000 2018,1.0,0.0,0.0,@nytimes,First election results are coming in from Florida. Follow the vote here. https://t.co/7RamiEZNDR,37
437,0.0,Tue Aug 28 23:02:08 +0000 2018,1.0,0.0,0.0,@nytimes,Evening Briefing: Here's what you need to know at the end of the day https://t.co/FeQdvkHIMy,38
438,0.6249,Tue Aug 28 22:47:02 +0000 2018,0.653,0.09,0.257,@nytimes,An ex-CIA officer running for Congress in Virginia accused a GOP super PAC of leaking her security clearance papers… https://t.co/28boJRpMTa,39
439,0.5994,Tue Aug 28 22:31:06 +0000 2018,0.822,0.0,0.178,@nytimes,RT @tackettdc: A former CIA officer turned House candidate in Virginia says that a Republican-aligned Super Pac improperly disclosed her se…,40
440,0.0,Tue Aug 28 22:17:05 +0000 2018,1.0,0.0,0.0,@nytimes,Too many bees (and puns) to count at a Times Square hot dog stand https://t.co/blTQ0iuoi9,41
441,-0.9136,Tue Aug 28 22:00:11 +0000 2018,0.562,0.438,0.0,@nytimes,A white former police officer in Texas was found guilty of murder after fatally shooting 15-year-old Jordan Edwards… https://t.co/kGBctvVZ8Z,42
442,0.0,Tue Aug 28 21:45:01 +0000 2018,1.0,0.0,0.0,@nytimes,An audiotape of President Trump's remarks was provided to The New York Times by someone who attended the event. Her… https://t.co/aiyIt5m9mV,43
443,0.836,Tue Aug 28 21:32:04 +0000 2018,0.656,0.0,0.344,@nytimes,"RT @cliffordlevy: @NYTMetro @palafo “In the bees’ brief brush with fame, they attracted hundreds of onlookers and inspired some embarrassin…",44
444,0.4137,Tue Aug 28 21:17:06 +0000 2018,0.825,0.0,0.175,@nytimes,What occurs during the life of a plant? Do telomeres play a role in longevity? https://t.co/eXGQGmLLh8,45
445,0.3612,Tue Aug 28 21:00:25 +0000 2018,0.828,0.0,0.172,@nytimes,This Greek-style broiled shrimp recipe is ready in just 10 minutes https://t.co/ki2ksaU0Oe https://t.co/9NRxLEPyir,46
446,-0.3818,Tue Aug 28 20:45:08 +0000 2018,0.885,0.115,0.0,@nytimes,"RT @juliehdavis: ""You’re one election away from losing everything you’ve got,” Trump told evangelical leaders last night at the White House…",47
447,0.5267,Tue Aug 28 20:35:39 +0000 2018,0.815,0.0,0.185,@nytimes,"In remarks to evangelical ministers, President Trump spoke about religious liberty, abortion and youth unemployment… https://t.co/eg16hwGq8Q",48
448,0.0,Tue Aug 28 20:27:48 +0000 2018,1.0,0.0,0.0,@nytimes,Correction: A previous version of this tweet included a typo. The tweet pictured below has since been deleted. https://t.co/azsF7Lfaew,49
449,-0.7096,Tue Aug 28 20:18:43 +0000 2018,0.742,0.258,0.0,@nytimes,A books dealer and a library archivist have been accused of stealing about 300 rare books and other artifacts — inc… https://t.co/M9EMmQwipn,50
450,0.0,Tue Aug 28 20:15:05 +0000 2018,1.0,0.0,0.0,@nytimes,RT @TimHerrera: We're all afraid to talk about money. Here's how to break the taboo https://t.co/5hcf8aA70H by @thewildwong,51
451,-0.25,Tue Aug 28 20:00:14 +0000 2018,0.889,0.111,0.0,@nytimes,"France's environment minister resigned during a live radio interview, saying the government was not doing enough to… https://t.co/HtnUX4Cp1o",52
452,0.0,Tue Aug 28 19:45:05 +0000 2018,1.0,0.0,0.0,@nytimes,"“As a Democrat in Arizona, I voted for McCain as senator because I felt he was a leader for all.” Democratic reader… https://t.co/638u9MCxU9",53
453,-0.5994,Tue Aug 28 19:30:05 +0000 2018,0.822,0.178,0.0,@nytimes,"52 Places Traveler: A pilgrimage to Ypres, a small city in Belgium where the remembrance of World War I is ritualiz… https://t.co/DtbOAnPdZn",54
454,0.0,Tue Aug 28 19:15:01 +0000 2018,1.0,0.0,0.0,@nytimes,"Nearly 3,000 more deaths than expected occurred in the months after Hurricane Maria, a new report says https://t.co/f9rgnZT9Tj",55
455,0.0,Tue Aug 28 19:07:05 +0000 2018,1.0,0.0,0.0,@nytimes,"RT @thunderwooddd: Today's the day! More than 20,000 people applied to work with me on The Edit, a @nytimes newsletter for college students…",56
456,-0.5267,Tue Aug 28 19:00:08 +0000 2018,0.804,0.196,0.0,@nytimes,"Over the years, Ethan Hawke somehow worn his critics down with his earnestness and his dedication and his sincerity… https://t.co/fMFjE1rMZ1",57
457,0.6369,Tue Aug 28 18:55:28 +0000 2018,0.625,0.0,0.375,@nytimes,RT @NYTmag: Bees love protein patties. https://t.co/RcSjKfDQ0k https://t.co/TzxcHxonkF,58
458,0.3612,Tue Aug 28 18:45:05 +0000 2018,0.902,0.0,0.098,@nytimes,"“The reason Elon seems to attract drama is that he is so transparent, so open, in a way that can come back to bite… https://t.co/8O6BlhFGCy",59
459,0.0,Tue Aug 28 18:30:06 +0000 2018,1.0,0.0,0.0,@nytimes,From cocktail hideways to a taste of West Africa: Here are 15 fall New York City restaurant openings you should kno… https://t.co/L4EmLPJb3K,60
460,0.0,Tue Aug 28 18:25:06 +0000 2018,1.0,0.0,0.0,@nytimes,RT @tmagazine: How the common weed has grown on florists (and chefs) https://t.co/E36G3I26pW https://t.co/tssJmLiE4D,61
461,0.0,Tue Aug 28 18:22:58 +0000 2018,1.0,0.0,0.0,@nytimes,"""We were two journalists with four cameras, a microphone, a tripod and notebooks trying to be unobtrusive amid the… https://t.co/t9v50qS1c0",62
462,0.4019,Tue Aug 28 18:15:07 +0000 2018,0.821,0.0,0.179,@nytimes,Canada's foreign minister rushed to Washington as top trade officials reiterated that the U.S. is prepared to leave… https://t.co/Tu9USBNbGn,63
463,0.0,Tue Aug 28 18:04:04 +0000 2018,1.0,0.0,0.0,@nytimes,Oklahoma primary runoff election results. Follow along here. https://t.co/0fkYghQPMh,64
464,0.0,Tue Aug 28 18:02:03 +0000 2018,1.0,0.0,0.0,@nytimes,Arizona primary election results. Follow along here. https://t.co/xRVhugVtxE,65
465,0.0,Tue Aug 28 18:00:08 +0000 2018,1.0,0.0,0.0,@nytimes,Florida primary election results. Follow along here. https://t.co/FxaswRkfwi,66
466,-0.1531,Tue Aug 28 17:30:08 +0000 2018,0.938,0.062,0.0,@nytimes,"RT @adeelnyt: Emmett Till, 14, entered a white-owned store in Money, Miss. for less than one minute. It cost him his life 63 years ago toda…",67
467,-0.3724,Tue Aug 28 17:20:06 +0000 2018,0.876,0.124,0.0,@nytimes,"The president of the French Tennis Federation said Serena Williams' catsuit ""didn't respect the game."" But that rai… https://t.co/OByhj6OrgN",68
468,0.3182,Tue Aug 28 17:10:09 +0000 2018,0.897,0.0,0.103,@nytimes,RT @ShaneGoldmacher: Some context on this: Cuomo keeps his offices icy cool. The NYT first wrote about it (hey @Liz_A_Harris: https://t.co/…,69
469,-0.25,Tue Aug 28 17:00:06 +0000 2018,0.9,0.1,0.0,@nytimes,Our Moscow correspondent examines how the Kremlin and its propaganda machine cast John McCain as the central protag… https://t.co/bW4ZpPWlb0,70
470,0.0,Tue Aug 28 16:45:04 +0000 2018,1.0,0.0,0.0,@nytimes,"In Opinion

Jack Shenker writes, ""Since the Brexit referendum, we’ve seen the emergence of a host of abstract nouns… https://t.co/SO2I55ALq5",71
471,0.0,Tue Aug 28 16:40:07 +0000 2018,1.0,0.0,0.0,@nytimes,"RT @nytimesarts: Earlier this year, Abby Schachner — one of five women who came forward to detail Louis C.K.'s inappropriate behavior — spo…",72
472,0.7506,Tue Aug 28 16:30:09 +0000 2018,0.748,0.0,0.252,@nytimes,"RT @NYTmag: ""Serena’s excellence comes with the ability to imagine herself achieving a new kind of history for all of us."" https://t.co/9dr…",73
473,0.1779,Tue Aug 28 16:15:10 +0000 2018,0.788,0.091,0.12,@nytimes,You know that study that said no amount of alcohol is safe to drink? It's more complicated than you think. https://t.co/87fPUJmOW0,74
474,0.0,Tue Aug 28 16:00:13 +0000 2018,1.0,0.0,0.0,@nytimes,Andrew Cuomo and Cynthia Nixon are set to have their first and only debate on Wednesday. But before they even take… https://t.co/XWwD2vVRID,75
475,0.0,Tue Aug 28 15:52:01 +0000 2018,1.0,0.0,0.0,@nytimes,Day 2 of the U.S. Open has started. Here's what to watch. https://t.co/DGwnJ7vHT0,76
476,-0.765,Tue Aug 28 15:45:10 +0000 2018,0.708,0.292,0.0,@nytimes,"A group of students is suing Stanford, alleging that after reporting suicidal thoughts, they were required to withd… https://t.co/MmGMhOz9pK",77
477,0.4215,Tue Aug 28 15:30:08 +0000 2018,0.851,0.0,0.149,@nytimes,Cultural treasures and art — including Neil Armstrong's spacesuit — are slowly disintegrating as the plastic that c… https://t.co/lcBCIlktQ9,78
478,-0.6997,Tue Aug 28 15:20:07 +0000 2018,0.757,0.243,0.0,@nytimes,Rotten Tomatoes has added 200 more critics in an effort to be more inclusive to female and minority voices https://t.co/6geGHOeBxm,79
479,-0.4019,Tue Aug 28 15:10:07 +0000 2018,0.87,0.13,0.0,@nytimes,"Mysticism is taking over the internet, from astrology memes to Instagram crystals. Is it all nonsense or a much-nee… https://t.co/xbSMCqKb7z",80
480,-0.8316,Tue Aug 28 15:00:09 +0000 2018,0.672,0.328,0.0,@nytimes,"RT @nytimesworld: When an 11-year-old Dutch schoolboy was murdered in 1998, no DNA matches were found for a potential suspect. Now, a natio…",81
481,0.5106,Tue Aug 28 14:44:05 +0000 2018,0.845,0.0,0.155,@nytimes,"A group of migrants were caught illegally entering the Australian mainland by sea this week, after they survived a… https://t.co/d73rMlrDY6",82
482,-0.6486,Tue Aug 28 14:29:03 +0000 2018,0.791,0.209,0.0,@nytimes,"Over a few short August days, all the anxiety and rage of 1968 exploded in the streets of Chicago. Fifty years late… https://t.co/jf18FKvpn2",83
483,-0.4588,Tue Aug 28 14:00:07 +0000 2018,0.85,0.15,0.0,@nytimes,President Trump attacked Google for what he claimed was an effort to intentionally suppress conservative views supp… https://t.co/qqGRsthAEG,84
484,-0.3818,Tue Aug 28 13:50:03 +0000 2018,0.874,0.126,0.0,@nytimes,Charles Kushner and Michael Cohen face scrutiny in New York for claims that they falsified construction permits in… https://t.co/kpc42w8BUq,85
485,0.6124,Tue Aug 28 13:40:03 +0000 2018,0.75,0.0,0.25,@nytimes,"Louis C.K., who admitted to sexual misconduct last year, was greeted with an ovation at the Comedy Cellar on Sunday… https://t.co/LBH63RlLhE",86
486,0.2023,Tue Aug 28 13:15:08 +0000 2018,0.833,0.0,0.167,@nytimes,Talking about money is important. So how do we begin?https://t.co/t1egXSyjy4,87
487,0.0,Tue Aug 28 13:00:08 +0000 2018,1.0,0.0,0.0,@nytimes,Morning Briefing: Here's what you need to know to start your day https://t.co/26TQMgidy4 https://t.co/hSEYsnMRx3,88
488,0.25,Tue Aug 28 12:45:04 +0000 2018,0.889,0.0,0.111,@nytimes,Scientists from the University of Delaware have created a hearing test for ducks. Here's what they found. https://t.co/YPm3iEa4Og,89
489,0.0,Tue Aug 28 12:30:17 +0000 2018,1.0,0.0,0.0,@nytimes,This commuter bus took nearly 3 hours to get to Manhattan. It was the express. https://t.co/LsiEF1PsKh https://t.co/EdxzmyW7IR,90
490,-0.836,Tue Aug 28 12:14:04 +0000 2018,0.502,0.391,0.108,@nytimes,An ideologically motivated opposition has weaponized the church's sex abuse crisis to threaten not only Francis' ag… https://t.co/ivdGC6GGCm,91
491,-0.2263,Tue Aug 28 12:01:04 +0000 2018,0.881,0.119,0.0,@nytimes,"Protesters flashing Nazi salutes and shouting ""Foreigners out"" clashed Monday night with counterdemonstrators chant… https://t.co/MS070RKoNq",92
492,-0.296,Tue Aug 28 11:44:06 +0000 2018,0.885,0.115,0.0,@nytimes,"""Our mothers here, they come for help,"" a pediatrician said. ""And you pity them. You can't do anything."" https://t.co/7Jd2v253xi",93
493,-0.4588,Tue Aug 28 11:31:05 +0000 2018,0.864,0.136,0.0,@nytimes,Joe Arpaio grimaced as he called himself “stupid” for being pranked by Sacha Baron Cohen. He thundered against poll… https://t.co/XQU1pAq6Iv,94
494,-0.5994,Tue Aug 28 11:21:05 +0000 2018,0.642,0.358,0.0,@nytimes,The war inside the Catholic Church https://t.co/6RtEAqXbwJ https://t.co/ZsMXbFcJCk,95
495,0.4576,Tue Aug 28 11:10:05 +0000 2018,0.824,0.0,0.176,@nytimes,Arizona and Florida have primaries today. Here are the most interesting races to watch. https://t.co/CzAD0zzyWr,96
496,0.4939,Tue Aug 28 11:00:11 +0000 2018,0.868,0.0,0.132,@nytimes,Thousands of Americans will turn out this week to honor and reflect on Senator John McCain's life. Here's how to pa… https://t.co/Q7KZOoP5HV,97
497,0.0,Tue Aug 28 10:45:07 +0000 2018,1.0,0.0,0.0,@nytimes,Morning Briefing: Here's what you need to know to start your day https://t.co/lH3IdfwKWR https://t.co/R8QBWpo21b,98
498,0.0,Tue Aug 28 10:31:03 +0000 2018,1.0,0.0,0.0,@nytimes,An archbishop released a letter claiming that Pope Francis knew of sexual misconduct by Cardinal Theodore McCarrick… https://t.co/N0sqJ0xMtD,99
499,-0.128,Tue Aug 28 10:15:03 +0000 2018,0.599,0.216,0.186,@nytimes,"""I lived and died a proud American."" Senator John McCain's farewell statement: https://t.co/rjtL3BgGvQ",100
